isolate_id,taxon_name,sample_name,AMC,AMI,AMP,AMS,AMX,AZT,CAZ,CEP,CFZ,CHL,CIP,CL,CLI,CRO,CTX,CXM,DOR,DOX,ERP,ERY,FA,FEP,FOX,GEN,IMI,KAN,LEV,MET,MIN,MRP,NAL,NIT,NMN,OFL,OXA,PEN,PTZ,RIF,SIZ,SPT,STR,SXT,TCC,TET,TGC,TMP,TOB,study_accession,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp
120852,Acinetobacter baumannii,SAMN00761222,NA,R,NA,NA,NA,R,R,NA,NA,NA,R,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,NA,R,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,R,PRJNA53411,SRS281429,SRX110098,SRR387303,903906,Acinetobacter baumannii IS-251,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387303/SRR387303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387303/SRR387303_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387303
120853,Acinetobacter baumannii,SAMN00761224,NA,S,NA,NA,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,PRJNA53437,SRS281431,SRX110100,SRR387305,903919,Acinetobacter baumannii WC-348,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387305/SRR387305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387305/SRR387305_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387305
120854,Acinetobacter baumannii,SAMN00761225,R,R,R,NA,NA,R,R,NA,R,NA,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,R,PRJNA53439,SRS281432,SRX110101,SRR387306,903920,Acinetobacter baumannii Naval-113,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387306/SRR387306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387306/SRR387306_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387306
120855,Acinetobacter baumannii,SAMN00761226,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,S,PRJNA53441,SRS281433,SRX110102,SRR387307,903921,Acinetobacter baumannii Naval-82,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387307/SRR387307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387307/SRR387307_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387307
120856,Acinetobacter baumannii,SAMN00761227,R,I,R,NA,NA,R,R,NA,R,NA,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,R,PRJNA53443,SRS281434,SRX110103,SRR387308,903922,Acinetobacter baumannii Naval-2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387308/SRR387308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387308/SRR387308_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387308
120857,Acinetobacter baumannii,SAMN00761228,R,S,R,NA,NA,R,R,NA,R,NA,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,NA,R,S,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,R,PRJNA53403,SRS281435,SRX110104,SRR387309,903902,Acinetobacter baumannii OIFC098,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387309/SRR387309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387309/SRR387309_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387309
120858,Acinetobacter baumannii,SAMN00761229,R,S,R,NA,NA,R,S,NA,R,NA,S,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,S,PRJNA53415,SRS281436,SRX110105,SRR387310,903908,Acinetobacter baumannii Naval-72,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387310/SRR387310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387310/SRR387310_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387310
120861,Acinetobacter baumannii,SAMN00761237,R,R,R,NA,NA,R,R,NA,R,NA,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,R,PRJNA53405,SRS281444,SRX110113,SRR387318,903903,Acinetobacter baumannii OIFC180,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387318/SRR387318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387318/SRR387318_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387318
120862,Acinetobacter baumannii,SAMN00761238,R,R,R,NA,NA,R,R,NA,R,NA,R,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,R,PRJNA53417,SRS281445,SRX110114,SRR387319,903909,Acinetobacter baumannii Naval-83,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387319/SRR387319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387319/SRR387319_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387319
120865,Acinetobacter baumannii,SAMN00761242,R,S,R,NA,NA,R,R,NA,R,NA,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,R,PRJNA53445,SRS281449,SRX110118,SRR387323,903923,Acinetobacter baumannii Naval-21,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387323/SRR387323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387323/SRR387323_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387323
120866,Acinetobacter baumannii,SAMN00761243,R,S,R,NA,NA,R,R,NA,R,NA,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,I,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,PRJNA53449,SRS281450,SRX110119,SRR387324,903925,Acinetobacter baumannii WC-A-694,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387324/SRR387324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387324/SRR387324_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387324
120867,Acinetobacter baumannii,SAMN00761247,R,R,R,NA,NA,R,R,NA,R,NA,R,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,I,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,R,PRJNA53473,SRS281454,SRX110123,SRR387328,903936,Acinetobacter baumannii Naval-78,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387328/SRR387328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387328/SRR387328_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387328
120868,Acinetobacter baumannii,SAMN00761249,R,S,R,NA,NA,R,R,NA,R,NA,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,NA,S,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,PRJNA53463,SRS281456,SRX110125,SRR387330,903931,Acinetobacter baumannii WC-A-92,ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387330/SRR387330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387330/SRR387330_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR387/SRR387330
121714,Acinetobacter baumannii,SAMN02370992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194662,SRS489638,SRX362873,SRR1006421,1310586,Acinetobacter baumannii 1031433,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/001/SRR1006421/SRR1006421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/001/SRR1006421/SRR1006421_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/001/SRR1006421
121715,Acinetobacter baumannii,SAMN02371021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194647,SRS489930,SRX363203,SRR1008836,1310571,Acinetobacter baumannii 1032241,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/006/SRR1008836/SRR1008836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/006/SRR1008836/SRR1008836_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/006/SRR1008836
121715,Acinetobacter baumannii,SAMN02371021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194647,SRS489930,SRX363204,SRR1008837,1310571,Acinetobacter baumannii 1032241,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR1008837/SRR1008837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR1008837/SRR1008837_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/007/SRR1008837
121716,Acinetobacter baumannii,SAMN02371022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194630,SRS489931,SRX363206,SRR1008838,1310554,Acinetobacter baumannii 1036938,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/008/SRR1008838/SRR1008838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/008/SRR1008838/SRR1008838_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/008/SRR1008838
121716,Acinetobacter baumannii,SAMN02371022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194630,SRS489931,SRX363205,SRR1008839,1310554,Acinetobacter baumannii 1036938,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/009/SRR1008839/SRR1008839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/009/SRR1008839/SRR1008839_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/009/SRR1008839
121717,Acinetobacter baumannii,SAMN02371023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194668,SRS489932,SRX363207,SRR1008840,1310592,Acinetobacter baumannii 1039621,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/000/SRR1008840/SRR1008840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/000/SRR1008840/SRR1008840_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/000/SRR1008840
121717,Acinetobacter baumannii,SAMN02371023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194668,SRS489932,SRX497866,SRR1201010,1310592,Acinetobacter baumannii 1039621,ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/000/SRR1201010/SRR1201010_subreads.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR120/000/SRR1201010
121717,Acinetobacter baumannii,SAMN02371023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194668,SRS489932,SRX497864,SRR1201011,1310592,Acinetobacter baumannii 1039621,ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/001/SRR1201011/SRR1201011_subreads.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR120/001/SRR1201011
121717,Acinetobacter baumannii,SAMN02371023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194668,SRS489932,SRX497865,SRR1201012,1310592,Acinetobacter baumannii 1039621,ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/002/SRR1201012/SRR1201012_subreads.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR120/002/SRR1201012
121718,Acinetobacter baumannii,SAMN02371024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194666,SRS489933,SRX363208,SRR1008841,1310590,Acinetobacter baumannii 1040094,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/001/SRR1008841/SRR1008841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/001/SRR1008841/SRR1008841_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/001/SRR1008841
121719,Acinetobacter baumannii,SAMN02371025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194650,SRS489934,SRX363209,SRR1008842,1310574,Acinetobacter baumannii 1042969-1265,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/002/SRR1008842/SRR1008842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/002/SRR1008842/SRR1008842_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/002/SRR1008842
121719,Acinetobacter baumannii,SAMN02371025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194650,SRS489934,SRX363210,SRR1008843,1310574,Acinetobacter baumannii 1042969-1265,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/003/SRR1008843/SRR1008843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/003/SRR1008843/SRR1008843_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/003/SRR1008843
121720,Acinetobacter baumannii,SAMN02371026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194640,SRS489935,SRX363212,SRR1008844,1310564,Acinetobacter baumannii 1043794,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/004/SRR1008844/SRR1008844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/004/SRR1008844/SRR1008844_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/004/SRR1008844
121720,Acinetobacter baumannii,SAMN02371026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194640,SRS489935,SRX363211,SRR1008845,1310564,Acinetobacter baumannii 1043794,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/005/SRR1008845/SRR1008845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/005/SRR1008845/SRR1008845_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/005/SRR1008845
121721,Acinetobacter baumannii,SAMN02371027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194645,SRS489936,SRX363214,SRR1008846,1310569,Acinetobacter baumannii 1043903,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/006/SRR1008846/SRR1008846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/006/SRR1008846/SRR1008846_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/006/SRR1008846
121721,Acinetobacter baumannii,SAMN02371027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194645,SRS489936,SRX363213,SRR1008847,1310569,Acinetobacter baumannii 1043903,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR1008847/SRR1008847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR1008847/SRR1008847_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/007/SRR1008847
121721,Acinetobacter baumannii,SAMN02371027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194645,SRS489936,SRX363215,SRR1008848,1310569,Acinetobacter baumannii 1043903,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/008/SRR1008848/SRR1008848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/008/SRR1008848/SRR1008848_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/008/SRR1008848
121722,Acinetobacter baumannii,SAMN02371028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194646,SRS489937,SRX363217,SRR1008849,1310570,Acinetobacter baumannii 1046051,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/009/SRR1008849/SRR1008849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/009/SRR1008849/SRR1008849_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/009/SRR1008849
121722,Acinetobacter baumannii,SAMN02371028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194646,SRS489937,SRX363216,SRR1008850,1310570,Acinetobacter baumannii 1046051,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/000/SRR1008850/SRR1008850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/000/SRR1008850/SRR1008850_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/000/SRR1008850
121723,Acinetobacter baumannii,SAMN02371029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194643,SRS489938,SRX363219,SRR1008851,1310567,Acinetobacter baumannii 1046674,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/001/SRR1008851/SRR1008851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/001/SRR1008851/SRR1008851_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/001/SRR1008851
121723,Acinetobacter baumannii,SAMN02371029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194643,SRS489938,SRX363218,SRR1008852,1310567,Acinetobacter baumannii 1046674,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/002/SRR1008852/SRR1008852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/002/SRR1008852/SRR1008852_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/002/SRR1008852
121724,Acinetobacter baumannii,SAMN02371030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194659,SRS489939,SRX363220,SRR1008853,1310583,Acinetobacter baumannii 1051176,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/003/SRR1008853/SRR1008853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/003/SRR1008853/SRR1008853_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/003/SRR1008853
121725,Acinetobacter baumannii,SAMN02371031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194661,SRS489940,SRX363221,SRR1008854,1310585,Acinetobacter baumannii 1051830,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/004/SRR1008854/SRR1008854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/004/SRR1008854/SRR1008854_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/004/SRR1008854
121725,Acinetobacter baumannii,SAMN02371031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194661,SRS489940,SRX363222,SRR1008855,1310585,Acinetobacter baumannii 1051830,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/005/SRR1008855/SRR1008855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/005/SRR1008855/SRR1008855_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/005/SRR1008855
121726,Acinetobacter baumannii,SAMN02371032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194672,SRS489941,SRX363223,SRR1008856,1310596,Acinetobacter baumannii 1075025,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/006/SRR1008856/SRR1008856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/006/SRR1008856/SRR1008856_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/006/SRR1008856
121727,Acinetobacter baumannii,SAMN02371033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194674,SRS489942,SRX363224,SRR1008857,1310598,Acinetobacter baumannii 1121032,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR1008857/SRR1008857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR1008857/SRR1008857_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/007/SRR1008857
