labnumber,source,country,lineage,WGSlocation,SRA,Bioproject,phenotypicmethod,Agentsroutinelytestedinthis,Criticalconcentrations,Isoniazid,Rifampicin,Ethambutol,Pyrazinamide,study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,Experiment,GENOTYPE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,DATASTORE filetype,DATASTORE provider,DATASTORE region
13.0609028,Birmingham,UK,Beijing,UK,ERR2512464,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.0601193,Birmingham,UK,lineage4,UK,ERR2512465,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.0610917,Birmingham,UK,Delhi,UK,ERR2512466,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.0607739,Birmingham,UK,Beijing,UK,ERR2512467,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0613595,Birmingham,UK,Beijing,UK,ERR2512468,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,n/a,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0607701,Birmingham,UK,EAI,UK,ERR2512469,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0603777,Birmingham,UK,Delhi,UK,ERR2512470,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0604828,Birmingham,UK,lineage4,UK,ERR2512471,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0600008,Birmingham,UK,Delhi,UK,ERR2512472,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0600712,Birmingham,UK,EAI,UK,ERR2512473,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0605719,Birmingham,UK,EAI,UK,ERR2512474,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0600197,Birmingham,UK,Delhi,UK,ERR2512475,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.0614468,Birmingham,UK,LAM,UK,ERR2512476,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0615598,Birmingham,UK,Delhi,UK,ERR2512477,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.0601116,Birmingham,UK,EAI,UK,ERR2512478,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0610517,Birmingham,UK,Delhi,UK,ERR2512479,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0609620,Birmingham,UK,lineage4,UK,ERR2513636,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0613589,Birmingham,UK,Beijing,UK,ERR2512481,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.0600740,Birmingham,UK,Delhi,UK,ERR2512482,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0603575,Birmingham,UK,NA,UK,ERR2512483,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0607574,Birmingham,UK,lineage4,UK,ERR2512484,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0618549,Birmingham,UK,LAM,UK,ERR2512485,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0604541,Birmingham,UK,LAM,UK,ERR2512486,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0607003,Birmingham,UK,Delhi,UK,ERR2512487,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.0616140,Birmingham,UK,Delhi,UK,ERR2512404,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0611651,Birmingham,UK,EAI,UK,ERR2512489,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.0601074,Birmingham,UK,lineage4,UK,ERR2512490,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0608430,Birmingham,UK,Delhi,UK,ERR2512491,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0601769,Birmingham,UK,LAM,UK,ERR2512492,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0610889,Birmingham,UK,NA,UK,ERR2512493,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0618261,Birmingham,UK,LAM,UK,ERR2512494,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.0601447,Birmingham,UK,M. bovis,UK,ERR2512495,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0607144,Birmingham,UK,Delhi,UK,ERR2512496,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0601564,Birmingham,UK,Cameroon,UK,ERR2512497,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.0617742,Birmingham,UK,EAI,UK,ERR2512498,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0613123,Birmingham,UK,NA,UK,ERR2512499,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0616153,Birmingham,UK,Delhi,UK,ERR2512500,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,n/a,n/a,n/a,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0610752,Birmingham,UK,Tur,UK,ERR2512501,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0613546,Birmingham,UK,Cameroon,UK,ERR2512502,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0607899,Birmingham,UK,Haarlem,UK,ERR2512503,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.0603719,Birmingham,UK,Haarlem,UK,ERR2512504,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0605677,Birmingham,UK,lineage4,UK,ERR2512505,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0613247,Birmingham,UK,Beijing,UK,ERR2512506,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0600841,Birmingham,UK,EAI,UK,ERR2512507,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0607981,Birmingham,UK,Delhi,UK,ERR2512508,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0602105,Birmingham,UK,NA,UK,ERR2512509,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0600953,Birmingham,UK,Delhi,UK,ERR2512510,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0607683,Birmingham,UK,X-type,UK,ERR2512511,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0609787,Birmingham,UK,Delhi,UK,ERR2512512,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0600279,Birmingham,UK,X-type,UK,ERR2512513,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.0927693,Birmingham,UK,Delhi,UK,ERR2512514,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.0601002,Birmingham,UK,Haarlem,UK,ERR2512515,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0613755,Birmingham,UK,Haarlem,UK,ERR2512517,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0600824,Birmingham,UK,lineage4,UK,ERR2512518,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0609935,Birmingham,UK,Uganda,UK,ERR2512519,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0607712,Birmingham,UK,Delhi,UK,ERR2512520,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0604905,Birmingham,UK,LAM,UK,ERR2512521,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.0603374,Birmingham,UK,lineage4,UK,ERR2512522,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0610784,Birmingham,UK,Delhi,UK,ERR2512523,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.0609808,Birmingham,UK,lineage4,UK,ERR2512524,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
