run_accession,study_accession,sample_accession,tax_id,scientific_name,submitted_ftp,StrainID,AccessionIDs,ST,Cefoxitin,Erythromycin,Tetracycline,Rifampicin,FusidicAcid,Gentamicin,Chloramphenicol,Mupirocin,Linezolid,Ciprofloxacin,Trimethoprim
ERR3826286,PRJEB32286,SAMEA5672647,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826286/HICF0443_397072.pe.markdup.bam,HICF0443,ERS3476651,22,R,R,R,S,S,S,S,S,S,R,-
ERR3826287,PRJEB32286,SAMEA5672648,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826287/HICF0444_396277.pe.markdup.bam,HICF0444,ERS3476652,22,R,R,R,S,R,S,-,-,-,-,-
ERR3826288,PRJEB32286,SAMEA5672649,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826288/HICF0446_395959.pe.markdup.bam,HICF0446,ERS3476653,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826289,PRJEB32286,SAMEA5672650,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826289/HICF0448_397669.pe.markdup.bam,HICF0448,ERS3476654,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826290,PRJEB32286,SAMEA5672651,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826290/HICF0449_396883.pe.markdup.bam,HICF0449,ERS3476655,22,R,S,S,S,S,S,S,S,S,S,-
ERR3826291,PRJEB32286,SAMEA5672652,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826291/HICF0450_396166.pe.markdup.bam,HICF0450,ERS3476656,1535,R,S,R,S,R,R,S,S,S,S,-
ERR3826292,PRJEB32286,SAMEA5672653,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826292/HICF0451_397372.pe.markdup.bam,HICF0451,ERS3476657,22,R,R,S,S,R,R,S,S,S,R,-
ERR3826293,PRJEB32286,SAMEA5672654,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826293/HICF0452_397585.pe.markdup.bam,HICF0452,ERS3476658,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826295,PRJEB32286,SAMEA5672656,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826295/HICF0455_396295.pe.markdup.bam,HICF0455,ERS3476660,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826296,PRJEB32286,SAMEA5672657,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826296/HICF0456_396550.pe.markdup.bam,HICF0456,ERS3476661,1649,R,S,S,S,S,S,S,S,S,S,-
ERR3826297,PRJEB32286,SAMEA5672658,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826297/HICF0457_395878.pe.markdup.bam,HICF0457,ERS3476662,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826298,PRJEB32286,SAMEA5672659,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826298/HICF0458_397348.pe.markdup.bam,HICF0458,ERS3476663,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826299,PRJEB32286,SAMEA5672660,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826299/HICF0459_397495.pe.markdup.bam,HICF0459,ERS3476664,22,R,R,S,S,R,R,S,R,S,R,-
ERR3826300,PRJEB32286,SAMEA5672661,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826300/HICF0460_397240.pe.markdup.bam,HICF0460,ERS3476665,22,R,S,S,S,S,S,-,-,-,-,-
ERR3826301,PRJEB32286,SAMEA5672662,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826301/HICF0461_397435.pe.markdup.bam,HICF0461,ERS3476666,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826302,PRJEB32286,SAMEA5672663,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826302/HICF0462rpt1_396148.pe.markdup.bam,HICF0462,ERS3476667,22,R,R,S,S,R,S,S,S,S,R,-
ERR3826303,PRJEB32286,SAMEA5672664,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826303/HICF0463_396904.pe.markdup.bam,HICF0463,ERS3476668,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826304,PRJEB32286,SAMEA5672665,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826304/HICF0464_397126.pe.markdup.bam,HICF0464,ERS3476669,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826305,PRJEB32286,SAMEA5672666,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826305/HICF0465_396391.pe.markdup.bam,HICF0465,ERS3476670,5,R,R,R,S,R,S,R,S,S,S,-
ERR3826306,PRJEB32286,SAMEA5672667,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826306/HICF0467_395830.pe.markdup.bam,HICF0467,ERS3476671,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826307,PRJEB32286,SAMEA5672669,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826307/HICF0468_396037.pe.markdup.bam,HICF0468,ERS3476672,8,R,S,R,S,S,S,S,S,S,R,-
ERR3826308,PRJEB32286,SAMEA5672670,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826308/HICF0470_397186.pe.markdup.bam,HICF0470,ERS3476673,22,R,R,S,S,R,R,S,S,S,R,-
ERR3826309,PRJEB32286,SAMEA5672671,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826309/HICF0471_396613.pe.markdup.bam,HICF0471,ERS3476674,22,R,S,R,S,S,S,S,S,S,R,-
ERR3826310,PRJEB32286,SAMEA5672672,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826310/HICF0472_395896.pe.markdup.bam,HICF0472,ERS3476675,6,R,S,-,-,-,-,-,-,-,-,-
ERR3826311,PRJEB32286,SAMEA5672673,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826311/HICF0473_396079.pe.markdup.bam,HICF0473,ERS3476676,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826313,PRJEB32286,SAMEA5672675,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826313/HICF0475_397660.pe.markdup.bam,HICF0475,ERS3476678,6,R,S,S,S,S,S,S,S,S,S,-
ERR3826314,PRJEB32286,SAMEA5672676,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826314/HICF0476_397030.pe.markdup.bam,HICF0476,ERS3476679,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826315,PRJEB32286,SAMEA5672677,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826315/HICF0477_397135.pe.markdup.bam,HICF0477,ERS3476680,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826316,PRJEB32286,SAMEA5672678,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826316/HICF0478_396478.pe.markdup.bam,HICF0478,ERS3476681,22,R,R,S,S,R,R,S,S,S,R,-
ERR3826317,PRJEB32286,SAMEA5672679,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826317/HICF0479_395902.pe.markdup.bam,HICF0479,ERS3476682,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826318,PRJEB32286,SAMEA5672680,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826318/HICF0480_396400.pe.markdup.bam,HICF0480,ERS3476683,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826319,PRJEB32286,SAMEA5672681,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826319/HICF0481_396289.pe.markdup.bam,HICF0481,ERS3476684,22,R,S,S,S,S,S,S,R,S,R,-
ERR3826320,PRJEB32286,SAMEA5672682,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826320/HICF0482_397090.pe.markdup.bam,HICF0482,ERS3476685,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826321,PRJEB32286,SAMEA5672683,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826321/HICF0483_397462.pe.markdup.bam,HICF0483,ERS3476686,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826322,PRJEB32286,SAMEA5672684,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826322/HICF0484_397228.pe.markdup.bam,HICF0484,ERS3476687,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826323,PRJEB32286,SAMEA5672685,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826323/HICF0485_396055.pe.markdup.bam,HICF0485,ERS3476688,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826324,PRJEB32286,SAMEA5672686,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826324/HICF0486_395821.pe.markdup.bam,HICF0486,ERS3476689,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826325,PRJEB32286,SAMEA5672687,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826325/HICF0490_397216.pe.markdup.bam,HICF0490,ERS3476690,5,R,R,S,S,S,S,S,S,S,R,-
ERR3826326,PRJEB32286,SAMEA5672688,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826326/HICF0491_396217.pe.markdup.bam,HICF0491,ERS3476691,5,R,-,-,-,-,-,-,-,-,-,-
ERR3826327,PRJEB32286,SAMEA5672689,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826327/HICF0492_397375.pe.markdup.bam,HICF0492,ERS3476692,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826328,PRJEB32286,SAMEA5672690,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826328/HICF0493_396667.pe.markdup.bam,HICF0493,ERS3476693,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826329,PRJEB32286,SAMEA5672691,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826329/HICF0495_396811.pe.markdup.bam,HICF0495,ERS3476694,59,R,S,S,S,R,S,S,S,S,S,-
ERR3826330,PRJEB32286,SAMEA5672692,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826330/HICF0496_397063.pe.markdup.bam,HICF0496,ERS3476695,22,R,R,S,S,S,S,S,S,S,S,-
ERR3826331,PRJEB32286,SAMEA5672693,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826331/HICF0497_397246.pe.markdup.bam,HICF0497,ERS3476696,22,R,S,S,S,S,S,S,S,S,S,-
ERR3826332,PRJEB32286,SAMEA5672694,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826332/HICF0498_397447.pe.markdup.bam,HICF0498,ERS3476697,59,R,R,S,S,R,S,S,R,S,R,-
ERR3826333,PRJEB32286,SAMEA5672695,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826333/HICF0499_395854.pe.markdup.bam,HICF0499,ERS3476698,1535,R,S,R,S,R,R,S,S,S,S,-
ERR3826334,PRJEB32286,SAMEA5672696,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826334/HICF0500_396586.pe.markdup.bam,HICF0500,ERS3476699,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826335,PRJEB32286,SAMEA5672697,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826335/HICF0502_395998.pe.markdup.bam,HICF0502,ERS3476700,5,R,R,R,S,S,S,S,S,S,S,-
ERR3826336,PRJEB32286,SAMEA5672698,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826336/HICF0503_396232.pe.markdup.bam,HICF0503,ERS3476701,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826337,PRJEB32286,SAMEA5672699,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826337/HICF0504_397252.pe.markdup.bam,HICF0504,ERS3476702,6,R,S,S,S,S,S,S,S,S,R,-
ERR3826338,PRJEB32286,SAMEA5672700,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826338/HICF0506_397270.pe.markdup.bam,HICF0506,ERS3476703,8,R,S,R,S,S,R,S,S,S,R,-
ERR3826339,PRJEB32286,SAMEA5672701,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826339/HICF0507_397459.pe.markdup.bam,HICF0507,ERS3476704,239,R,R,R,S,S,R,S,S,S,S,-
ERR3826340,PRJEB32286,SAMEA5672702,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826340/HICF0509_397057.pe.markdup.bam,HICF0509,ERS3476705,45*,R,S,S,S,R,S,S,S,S,S,-
ERR3826341,PRJEB32286,SAMEA5672703,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826341/HICF0510_396136.pe.markdup.bam,HICF0510,ERS3476706,97,R,S,S,S,S,S,S,S,S,S,-
ERR3826342,PRJEB32286,SAMEA5672704,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826342/HICF0511_395869.pe.markdup.bam,HICF0511,ERS3476707,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826343,PRJEB32286,SAMEA5672705,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826343/HICF0512_397642.pe.markdup.bam,HICF0512,ERS3476708,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826344,PRJEB32286,SAMEA5672706,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826344/HICF0513_397369.pe.markdup.bam,HICF0513,ERS3476709,8,R,R,S,S,S,S,S,S,S,R,-
ERR3826345,PRJEB32286,SAMEA5672707,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826345/HICF0514_396733.pe.markdup.bam,HICF0514,ERS3476710,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826346,PRJEB32286,SAMEA5672708,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826346/HICF0515_396988.pe.markdup.bam,HICF0515,ERS3476711,97,R,S,S,S,S,S,S,S,S,S,-
ERR3826347,PRJEB32286,SAMEA5672709,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826347/HICF0516_396358.pe.markdup.bam,HICF0516,ERS3476712,8,R,S,R,S,S,S,S,S,S,S,-
ERR3826348,PRJEB32286,SAMEA5672710,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826348/HICF0517_397003.pe.markdup.bam,HICF0517,ERS3476713,2625,R,-,-,-,-,-,-,-,-,-,-
ERR3826349,PRJEB32286,SAMEA5672711,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826349/HICF0518_396274.pe.markdup.bam,HICF0518,ERS3476714,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826350,PRJEB32286,SAMEA5672712,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826350/HICF0519_396127.pe.markdup.bam,HICF0519,ERS3476715,22,R,S,S,S,R,S,S,S,S,R,-
ERR3826351,PRJEB32286,SAMEA5672713,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826351/HICF0520_396814.pe.markdup.bam,HICF0520,ERS3476716,59,R,S,S,S,R,S,S,S,S,S,-
ERR3826352,PRJEB32286,SAMEA5672714,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826352/HICF0521_397537.pe.markdup.bam,HICF0521,ERS3476717,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826353,PRJEB32286,SAMEA5672715,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826353/HICF0522_396697.pe.markdup.bam,HICF0522,ERS3476718,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826354,PRJEB32286,SAMEA5672716,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826354/HICF0523_396292.pe.markdup.bam,HICF0523,ERS3476719,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826355,PRJEB32286,SAMEA5672717,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826355/HICF0524_396193.pe.markdup.bam,HICF0524,ERS3476720,97,R,S,S,S,S,S,S,S,S,S,-
ERR3826356,PRJEB32286,SAMEA5672718,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826356/HICF0525_395971.pe.markdup.bam,HICF0525,ERS3476721,59,R,R,S,S,R,S,S,S,S,R,-
ERR3826357,PRJEB32286,SAMEA5672719,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826357/HICF0526_397528.pe.markdup.bam,HICF0526,ERS3476722,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826358,PRJEB32286,SAMEA5672720,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826358/HICF0527_396157.pe.markdup.bam,HICF0527,ERS3476723,5,R,R,S,S,S,S,S,S,S,R,-
ERR3826359,PRJEB32286,SAMEA5672721,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826359/HICF0528_397024.pe.markdup.bam,HICF0528,ERS3476724,22*,R,R,S,S,R,R,S,S,S,R,-
ERR3826360,PRJEB32286,SAMEA5672722,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826360/HICF0529_396769.pe.markdup.bam,HICF0529,ERS3476725,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826361,PRJEB32286,SAMEA5672723,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826361/HICF0530_397087.pe.markdup.bam,HICF0530,ERS3476726,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826362,PRJEB32286,SAMEA5672724,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826362/HICF0531_397276.pe.markdup.bam,HICF0531,ERS3476727,45,R,S,S,S,R,S,-,-,-,-,-
ERR3826363,PRJEB32286,SAMEA5672725,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826363/HICF0532_396703.pe.markdup.bam,HICF0532,ERS3476728,22,R,S,S,S,R,S,S,S,S,R,-
ERR3826364,PRJEB32286,SAMEA5672726,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826364/HICF0533_396979.pe.markdup.bam,HICF0533,ERS3476729,1,R,S,S,S,S,S,S,S,S,S,-
ERR3826365,PRJEB32286,SAMEA5672727,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826365/HICF0534_396559.pe.markdup.bam,HICF0534,ERS3476730,859,R,S,R,S,S,S,S,S,S,S,-
ERR3826366,PRJEB32286,SAMEA5672728,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826366/HICF0535_396937.pe.markdup.bam,HICF0535,ERS3476731,1649,R,S,S,S,S,S,S,S,S,S,-
ERR3826367,PRJEB32286,SAMEA5672729,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826367/HICF0536_396268.pe.markdup.bam,HICF0536,ERS3476732,88,R,S,S,R,S,S,S,S,S,S,-
ERR3826368,PRJEB32286,SAMEA5672730,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826368/HICF0537_396394.pe.markdup.bam,HICF0537,ERS3476733,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826369,PRJEB32286,SAMEA5672731,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826369/HICF0538_395905.pe.markdup.bam,HICF0538,ERS3476734,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826370,PRJEB32286,SAMEA5672732,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826370/HICF0539_396145.pe.markdup.bam,HICF0539,ERS3476735,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826371,PRJEB32286,SAMEA5672733,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826371/HICF0540_395866.pe.markdup.bam,HICF0540,ERS3476736,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826372,PRJEB32286,SAMEA5672734,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826372/HICF0541_396679.pe.markdup.bam,HICF0541,ERS3476737,5,R,S,S,S,R,S,S,S,S,S,-
ERR3826373,PRJEB32286,SAMEA5672735,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826373/HICF0542_397594.pe.markdup.bam,HICF0542,ERS3476738,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826374,PRJEB32286,SAMEA5672736,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826374/HICF0544_397204.pe.markdup.bam,HICF0544,ERS3476739,6,R,S,S,S,S,S,S,S,S,S,-
ERR3826375,PRJEB32286,SAMEA5672737,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826375/HICF0545_396916.pe.markdup.bam,HICF0545,ERS3476740,22,R,S,S,S,R,R,S,S,S,R,-
ERR3826376,PRJEB32286,SAMEA5672738,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826376/HICF0547_397381.pe.markdup.bam,HICF0547,ERS3476741,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826377,PRJEB32286,SAMEA5672739,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826377/HICF0548_397165.pe.markdup.bam,HICF0548,ERS3476742,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826378,PRJEB32286,SAMEA5672740,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826378/HICF0549_396958.pe.markdup.bam,HICF0549,ERS3476743,1535,R,S,R,S,R,R,S,S,S,S,-
ERR3826379,PRJEB32286,SAMEA5672741,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826379/HICF0551_396688.pe.markdup.bam,HICF0551,ERS3476744,22,R,R,S,R,S,S,S,S,S,R,-
ERR3826380,PRJEB32286,SAMEA5672742,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826380/HICF0552_396484.pe.markdup.bam,HICF0552,ERS3476745,22,R,R,S,S,S,R,S,S,S,R,-
ERR3826381,PRJEB32286,SAMEA5672743,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826381/HICF0553_396790.pe.markdup.bam,HICF0553,ERS3476746,22,R,R,S,S,S,R,S,R,S,R,-
ERR3826382,PRJEB32286,SAMEA5672744,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826382/HICF0554_397651.pe.markdup.bam,HICF0554,ERS3476747,22,R,R,S,S,S,S,-,-,-,-,-
ERR3826383,PRJEB32286,SAMEA5672745,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826383/HICF0555_397294.pe.markdup.bam,HICF0555,ERS3476748,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826384,PRJEB32286,SAMEA5672746,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826384/HICF0556_396061.pe.markdup.bam,HICF0556,ERS3476749,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826385,PRJEB32286,SAMEA5672747,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826385/HICF0557_395944.pe.markdup.bam,HICF0557,ERS3476750,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826386,PRJEB32286,SAMEA5672748,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826386/HICF0558_396364.pe.markdup.bam,HICF0558,ERS3476751,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826387,PRJEB32286,SAMEA5672749,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826387/HICF0559_396511.pe.markdup.bam,HICF0559,ERS3476752,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826388,PRJEB32286,SAMEA5672750,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826388/HICF0560_396319.pe.markdup.bam,HICF0560,ERS3476753,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826389,PRJEB32286,SAMEA5672751,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826389/HICF0561_397483.pe.markdup.bam,HICF0561,ERS3476754,5,R,R,R,S,R,S,R,S,S,S,-
ERR3826390,PRJEB32286,SAMEA5672752,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826390/HICF0564_396187.pe.markdup.bam,HICF0564,ERS3476755,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826391,PRJEB32286,SAMEA5672753,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826391/HICF0565_395842.pe.markdup.bam,HICF0565,ERS3476756,5,R,R,S,S,S,S,S,S,S,R,-
ERR3826392,PRJEB32286,SAMEA5672754,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826392/HICF0567_397207.pe.markdup.bam,HICF0567,ERS3476757,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826393,PRJEB32286,SAMEA5672755,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826393/HICF0568_397018.pe.markdup.bam,HICF0568,ERS3476758,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826394,PRJEB32286,SAMEA5672756,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826394/HICF0569_397621.pe.markdup.bam,HICF0569,ERS3476759,22,R,R,S,S,S,S,S,S,S,R,-
