sample_accession,run_accession
SAMN06437909,SRR5385796
SAMN06437910,SRR5385795
SAMN06437912,SRR5385793
SAMN06437913,SRR5385792
SAMN06437914,SRR5385791
SAMN06437915,SRR5385790
SAMN06437916,SRR5385789
SAMN06437917,SRR5385788
SAMN06437918,SRR5385787
SAMN06437919,SRR5385786
SAMN06437920,SRR5385785
SAMN06437921,SRR5385784
SAMN06437922,SRR5385783
SAMN06437923,SRR5385782
SAMN06437925,SRR5385780
SAMN06437928,SRR5385777
SAMN06438354,SRR5386808
SAMN06437929,SRR5385776
SAMN06437930,SRR5385775
SAMN06437931,SRR5385774
SAMN06437932,SRR5385773
SAMN06437934,SRR5385771
SAMN06437936,SRR5385769
SAMN06437937,SRR5385768
SAMN06437938,SRR5385767
SAMN06437939,SRR5385766
SAMN06437940,SRR5385765
SAMN06437942,SRR5385763
SAMN06437943,SRR5385762
SAMN06437944,SRR5385761
SAMN06437945,SRR5385760
SAMN06437946,SRR5385759
SAMN06437947,SRR5385758
SAMN06437948,SRR5385757
SAMN06437949,SRR5385756
SAMN06437950,SRR5385755
SAMN06437954,SRR5385751
SAMN06437955,SRR5385750
SAMN06437956,SRR5385749
SAMN06437957,SRR5385748
SAMN06437958,SRR5385747
SAMN06437959,SRR5385746
SAMN06437960,SRR5385745
SAMN06437961,SRR5385744
SAMN06437962,SRR5385743
SAMN06437963,SRR5385742
SAMN06437964,SRR5385741
SAMN06437966,SRR5385739
SAMN06437967,SRR5385738
SAMN06437968,SRR5385737
SAMN06437969,SRR5385736
SAMN06437970,SRR5385735
SAMN06437971,SRR5385734
SAMN06437973,SRR5385732
SAMN06437974,SRR5385731
SAMN06437975,SRR5385730
SAMN06437976,SRR5385729
SAMN06437977,SRR5385728
SAMN06437978,SRR5385727
SAMN06437979,SRR5385726
SAMN06437980,SRR5385725
SAMN06437981,SRR5385724
SAMN06437982,SRR5385723
SAMN06437983,SRR5385722
SAMN06437984,SRR5385721
SAMN06437985,SRR5385720
SAMN06437986,SRR5385719
SAMN06437987,SRR5385718
SAMN06437988,SRR5385717
SAMN06437989,SRR5385716
SAMN06437990,SRR5385715
SAMN06437991,SRR5385714
SAMN06437992,SRR5385713
SAMN06437993,SRR5385712
SAMN06437994,SRR5385711
SAMN06437995,SRR5385710
SAMN06437996,SRR5385709
SAMN06437997,SRR5385708
SAMN06437998,SRR5385707
SAMN06437999,SRR5385706
SAMN06438000,SRR5385705
SAMN06438001,SRR5385704
SAMN06438002,SRR5385703
SAMN06438004,SRR5385701
SAMN06438005,SRR5385700
SAMN06438007,SRR5385698
SAMN06438008,SRR5385697
SAMN06438009,SRR5385696
SAMN06438010,SRR5385695
SAMN06438011,SRR5385694
SAMN06438012,SRR5385693
SAMN06438013,SRR5385692
SAMN06438014,SRR5385691
SAMN06438015,SRR5385690
SAMN06438016,SRR5385689
SAMN06438017,SRR5385688
SAMN06438021,SRR5385684
SAMN06438023,SRR5385682
SAMN06438024,SRR5385681
SAMN06438025,SRR5385680
SAMN06438026,SRR5385679
SAMN06438027,SRR5385678
SAMN06438028,SRR5385677
SAMN06438029,SRR5385676
SAMN06438030,SRR5385675
SAMN06438031,SRR5385674
SAMN06438032,SRR5385673
SAMN06438033,SRR5385672
SAMN06438035,SRR5385670
SAMN06438036,SRR5385669
SAMN06438037,SRR5385668
SAMN06438038,SRR5385667
SAMN06438039,SRR5385666
SAMN06438041,SRR5385664
SAMN06438042,SRR5385663
SAMN06438043,SRR5385662
SAMN06438044,SRR5385661
SAMN06438045,SRR5385660
SAMN06438046,SRR5385659
SAMN06438047,SRR5385658
SAMN06438048,SRR5385657
SAMN06438049,SRR5385656
SAMN06438050,SRR5385655
SAMN06438051,SRR5385654
SAMN06438053,SRR5385652
SAMN06438054,SRR5385651
SAMN06438055,SRR5385650
SAMN06438057,SRR5385648
SAMN06438058,SRR5385647
SAMN06438059,SRR5385646
SAMN06438060,SRR5385645
SAMN06438062,SRR5385643
SAMN06438063,SRR5385642
SAMN06438064,SRR5385641
SAMN06438065,SRR5385640
SAMN06438066,SRR5385639
SAMN06438067,SRR5385638
SAMN06438068,SRR5385637
SAMN06438069,SRR5385636
SAMN06438070,SRR5385635
SAMN06438226,SRR5385634
SAMN06438227,SRR5385633
SAMN06438228,SRR5385632
SAMN06438229,SRR5385631
SAMN06438230,SRR5385630
SAMN06438231,SRR5385629
SAMN06438232,SRR5385628
SAMN06438233,SRR5385627
SAMN06438234,SRR5385626
SAMN06438235,SRR5385625
SAMN06438236,SRR5385624
SAMN06438237,SRR5385623
SAMN06438238,SRR5385622
SAMN06438239,SRR5385621
SAMN06438241,SRR5386988
SAMN06438242,SRR5386987
SAMN06438244,SRR5386985
SAMN06438245,SRR5386984
SAMN06437146,SRR5386858
SAMN06438246,SRR5386983
SAMN06438247,SRR5386982
SAMN06438355,SRR5386807
SAMN06438248,SRR5386981
SAMN06438249,SRR5386980
SAMN06438250,SRR5386979
SAMN06438251,SRR5386978
SAMN06438252,SRR5386977
SAMN06438253,SRR5386976
SAMN06437147,SRR5386458
SAMN06438254,SRR5386975
SAMN06438255,SRR5386974
SAMN06438257,SRR5386972
SAMN06438258,SRR5386971
SAMN06438259,SRR5386970
SAMN06438260,SRR5386969
SAMN06438261,SRR5386968
SAMN06437148,SRR5386457
SAMN06438262,SRR5386967
SAMN06438263,SRR5386966
SAMN06438264,SRR5386965
SAMN06438265,SRR5386964
SAMN06438266,SRR5386963
SAMN06438267,SRR5386962
SAMN06438269,SRR5386960
SAMN06438270,SRR5386959
SAMN06438271,SRR5386958
SAMN06437149,SRR5386456
SAMN06438272,SRR5386957
SAMN06438273,SRR5386956
SAMN06438274,SRR5386955
SAMN06438275,SRR5386954
SAMN06438276,SRR5386953
SAMN06438277,SRR5386952
SAMN06438278,SRR5386951
SAMN06438279,SRR5386950
SAMN06438280,SRR5386949
SAMN06438281,SRR5386948
SAMN06438282,SRR5386947
SAMN06438283,SRR5386946
SAMN06438284,SRR5386945
SAMN06438285,SRR5386944
SAMN06438286,SRR5386943
SAMN06438287,SRR5386942
SAMN06438288,SRR5386941
SAMN06437151,SRR5386454
SAMN06437152,SRR5386453
SAMN06438289,SRR5386940
SAMN06438290,SRR5386939
SAMN06438291,SRR5386938
SAMN06438293,SRR5386936
SAMN06438295,SRR5386934
SAMN06438297,SRR5386932
SAMN06437153,SRR5386452
SAMN06438299,SRR5386930
SAMN06438300,SRR5386929
SAMN06438302,SRR5386927
SAMN06438303,SRR5386926
SAMN06438304,SRR5386925
SAMN06438305,SRR5386924
SAMN06437154,SRR5386451
SAMN06438309,SRR5386853
SAMN06438310,SRR5386852
SAMN06438311,SRR5386851
SAMN06438312,SRR5386850
SAMN06438313,SRR5386849
SAMN06438314,SRR5386848
SAMN06438315,SRR5386847
SAMN06438316,SRR5386846
SAMN06437155,SRR5386450
SAMN06438317,SRR5386845
SAMN06438318,SRR5386844
SAMN06438319,SRR5386843
SAMN06438320,SRR5386842
SAMN06438321,SRR5386841
SAMN06438322,SRR5386840
SAMN06438323,SRR5386839
SAMN06438324,SRR5386838
SAMN06438325,SRR5386837
SAMN06437156,SRR5386449
SAMN06438327,SRR5386835
SAMN06438328,SRR5386834
SAMN06438329,SRR5386833
SAMN06438331,SRR5386831
SAMN06438332,SRR5386830
SAMN06438333,SRR5386829
SAMN06438334,SRR5386828
SAMN06438335,SRR5386827
SAMN06438336,SRR5386826
SAMN06437157,SRR5386448
SAMN06438337,SRR5386825
SAMN06438339,SRR5386823
SAMN06438341,SRR5386821
SAMN06438342,SRR5386820
SAMN06438343,SRR5386819
SAMN06438344,SRR5386818
SAMN06438345,SRR5386817
SAMN06438347,SRR5386815
SAMN06438348,SRR5386814
SAMN06438350,SRR5386812
SAMN06438351,SRR5386811
SAMN06438352,SRR5386810
SAMN06438353,SRR5386809
SAMN06438356,SRR5386806
SAMN06438359,SRR5386803
SAMN06438360,SRR5386802
SAMN06438363,SRR5386799
SAMN06438364,SRR5386798
SAMN06438365,SRR5386797
SAMN06438366,SRR5386796
SAMN06438367,SRR5386795
SAMN06438368,SRR5386794
SAMN06438369,SRR5386793
SAMN06438370,SRR5386792
SAMN06438371,SRR5386791
SAMN06438373,SRR5386789
SAMN06438375,SRR5386787
SAMN06438377,SRR5386785
SAMN06438378,SRR5386784
SAMN06438379,SRR5386783
SAMN06438380,SRR5386782
SAMN06437162,SRR5386443
SAMN06438382,SRR5386780
SAMN06438384,SRR5386778
SAMN06438385,SRR5386777
SAMN06438386,SRR5386776
SAMN06438387,SRR5386775
SAMN06438388,SRR5386774
SAMN06438390,SRR5386772
SAMN06437163,SRR5386442
SAMN06438391,SRR5386771
SAMN06438392,SRR5386770
SAMN06438393,SRR5386769
SAMN06438394,SRR5386768
SAMN06438395,SRR5386767
SAMN06438396,SRR5386766
SAMN06438397,SRR5386765
SAMN06437164,SRR5386441
SAMN06438400,SRR5386762
SAMN06438401,SRR5386761
SAMN06438402,SRR5386760
SAMN06438403,SRR5386759
SAMN06438404,SRR5386758
SAMN06438405,SRR5386757
SAMN06438406,SRR5386756
SAMN06438407,SRR5386755
SAMN06438408,SRR5386754
SAMN06437165,SRR5386440
SAMN06438409,SRR5386753
SAMN06438410,SRR5386752
SAMN06438411,SRR5386751
SAMN06438412,SRR5386750
SAMN06438413,SRR5386749
SAMN06438414,SRR5386748
SAMN06438416,SRR5386746
SAMN06438417,SRR5386745
SAMN06438418,SRR5386744
SAMN06437166,SRR5386439
SAMN06438419,SRR5386743
SAMN06438420,SRR5386742
SAMN06438422,SRR5386740
SAMN06438423,SRR5386739
SAMN06438424,SRR5386724
SAMN06438425,SRR5386723
SAMN06438426,SRR5386722
SAMN06438427,SRR5386721
SAMN06438428,SRR5386720
SAMN06437167,SRR5386438
SAMN06438429,SRR5386719
SAMN06438430,SRR5386718
SAMN06438432,SRR5386716
SAMN06438433,SRR5386715
SAMN06438434,SRR5386714
SAMN06438435,SRR5386713
SAMN06438437,SRR5386711
SAMN06437168,SRR5386437
SAMN06438438,SRR5386710
SAMN06438439,SRR5386709
SAMN06438440,SRR5386708
SAMN06438442,SRR5386706
SAMN06438443,SRR5386705
SAMN06438445,SRR5386703
SAMN06438447,SRR5386701
SAMN06437169,SRR5386436
SAMN06438448,SRR5386700
SAMN06438449,SRR5386699
SAMN06438451,SRR5386697
SAMN06438452,SRR5386696
SAMN06438453,SRR5386695
SAMN06438454,SRR5386694
SAMN06438455,SRR5386693
SAMN06438456,SRR5386692
SAMN06438446,SRR5386702
SAMN06437170,SRR5386435
SAMN06438458,SRR5386690
SAMN06438459,SRR5386689
SAMN06438461,SRR5386687
SAMN06438462,SRR5386686
SAMN06438464,SRR5386684
SAMN06438465,SRR5386683
SAMN06438466,SRR5386682
SAMN06438467,SRR5386681
SAMN06438468,SRR5386680
SAMN06438469,SRR5386679
SAMN06438470,SRR5386678
SAMN06438471,SRR5386677
SAMN06438472,SRR5386676
SAMN06438473,SRR5386675
SAMN06438474,SRR5386674
SAMN06438475,SRR5386673
SAMN06438476,SRR5386672
SAMN06438477,SRR5386671
SAMN06438480,SRR5386668
SAMN06438482,SRR5386666
SAMN06438483,SRR5386665
SAMN06438484,SRR5386664
SAMN06438486,SRR5386662
SAMN06438487,SRR5386661
SAMN06438488,SRR5386660
SAMN06438489,SRR5386659
SAMN06438490,SRR5386658
SAMN06438491,SRR5386657
SAMN06438492,SRR5386656
SAMN06438493,SRR5386655
SAMN06437172,SRR5386433
SAMN06438494,SRR5386654
SAMN06438495,SRR5386653
SAMN06438496,SRR5386652
SAMN06438497,SRR5386651
SAMN06438499,SRR5386649
SAMN06438500,SRR5386648
SAMN06438501,SRR5386647
SAMN06438502,SRR5386646
SAMN06438503,SRR5386645
SAMN06438504,SRR5386644
SAMN06438505,SRR5386643
SAMN06438506,SRR5386642
SAMN06438507,SRR5386641
SAMN06438508,SRR5386640
SAMN06438509,SRR5386639
SAMN06438510,SRR5386638
SAMN06438511,SRR5386637
SAMN06438512,SRR5386636
SAMN06438513,SRR5386635
SAMN06438514,SRR5386634
SAMN06438515,SRR5386633
SAMN06438516,SRR5386632
SAMN06438517,SRR5386631
SAMN06438518,SRR5386630
SAMN06438519,SRR5386629
SAMN06438520,SRR5386628
SAMN06437173,SRR5386432
SAMN06438521,SRR5386627
SAMN06438522,SRR5386626
SAMN06438523,SRR5386625
SAMN06438524,SRR5386624
SAMN06438525,SRR5386623
SAMN06438526,SRR5386622
SAMN06438527,SRR5386621
SAMN06438528,SRR5386620
SAMN06437174,SRR5386431
SAMN06438529,SRR5386619
SAMN06438530,SRR5386618
SAMN06438531,SRR5386617
SAMN06438532,SRR5386616
SAMN06438533,SRR5386615
SAMN06438534,SRR5386614
SAMN06438535,SRR5386613
SAMN06438536,SRR5386612
SAMN06438537,SRR5386156
SAMN06438538,SRR5386155
SAMN06438539,SRR5386154
SAMN06438540,SRR5386153
SAMN06438541,SRR5386152
SAMN06438542,SRR5386151
SAMN06438544,SRR5386149
SAMN06438545,SRR5386148
SAMN06437175,SRR5386430
SAMN06438547,SRR5386146
SAMN06438548,SRR5386145
SAMN06438549,SRR5386144
SAMN06438550,SRR5386143
SAMN06438551,SRR5386142
SAMN06438552,SRR5386141
SAMN06438553,SRR5386140
SAMN06438554,SRR5386139
SAMN06438555,SRR5386137
SAMN06438556,SRR5386136
SAMN06438557,SRR5386135
SAMN06438558,SRR5386134
SAMN06438559,SRR5386133
SAMN06438560,SRR5386132
SAMN06438561,SRR5386131
SAMN06438562,SRR5386130
SAMN06438563,SRR5386129
SAMN06437176,SRR5386429
SAMN06438565,SRR5386127
SAMN06438566,SRR5386126
SAMN06438567,SRR5386125
SAMN06438568,SRR5386124
SAMN06438569,SRR5386123
SAMN06438570,SRR5386122
SAMN06437177,SRR5386428
SAMN06438571,SRR5386121
SAMN06438572,SRR5386120
SAMN06438573,SRR5386119
SAMN06438574,SRR5386118
SAMN06438576,SRR5386116
SAMN06438578,SRR5386114
SAMN06437178,SRR5386427
SAMN06438579,SRR5386113
SAMN06438580,SRR5386112
SAMN06438581,SRR5386111
SAMN06438582,SRR5386110
SAMN06438583,SRR5386109
SAMN06438584,SRR5386108
SAMN06438585,SRR5386107
SAMN06437179,SRR5386426
SAMN06438586,SRR5386106
SAMN06438587,SRR5386105
SAMN06438588,SRR5386104
SAMN06437180,SRR5386425
SAMN06438589,SRR5386103
SAMN06438590,SRR5386102
SAMN06438591,SRR5386101
SAMN06438592,SRR5386100
SAMN06438593,SRR5386099
SAMN06438594,SRR5386098
SAMN06438595,SRR5386097
SAMN06437181,SRR5386424
SAMN06438596,SRR5386096
SAMN06438597,SRR5386095
SAMN06438598,SRR5386094
SAMN06438599,SRR5386093
SAMN06438600,SRR5386092
SAMN06438601,SRR5386091
SAMN06438604,SRR5386088
SAMN06438605,SRR5386087
SAMN06438606,SRR5386086
SAMN06438608,SRR5386084
SAMN06438609,SRR5386083
SAMN06438610,SRR5386082
SAMN06438611,SRR5386081
SAMN06438612,SRR5386080
SAMN06438613,SRR5386079
SAMN06438614,SRR5386078
SAMN06438615,SRR5386077
SAMN06437182,SRR5386423
SAMN06438617,SRR5386075
SAMN06438620,SRR5386072
SAMN06438621,SRR5386071
SAMN06438622,SRR5386070
SAMN06438623,SRR5386069
SAMN06438624,SRR5386068
SAMN06438625,SRR5386067
SAMN06437183,SRR5386422
SAMN06438626,SRR5386066
SAMN06438627,SRR5386065
SAMN06438628,SRR5386064
SAMN06438629,SRR5386063
SAMN06438630,SRR5386062
SAMN06438631,SRR5386061
SAMN06438632,SRR5386060
SAMN06438633,SRR5386059
SAMN06438634,SRR5386058
SAMN06438635,SRR5386057
SAMN06438636,SRR5386056
SAMN06438637,SRR5386054
SAMN06438638,SRR5386053
SAMN06438639,SRR5386052
SAMN06438640,SRR5386051
SAMN06438641,SRR5386050
SAMN06438642,SRR5386049
SAMN06438643,SRR5386048
SAMN06437184,SRR5386421
SAMN06438644,SRR5386047
SAMN06438645,SRR5386046
SAMN06438646,SRR5386045
SAMN06438647,SRR5386044
SAMN06438648,SRR5386043
SAMN06438649,SRR5386042
SAMN06438650,SRR5386041
SAMN06438651,SRR5386040
SAMN06438652,SRR5386039
SAMN06438653,SRR5386038
SAMN06438654,SRR5386037
SAMN06438655,SRR5386036
SAMN06438656,SRR5386035
SAMN06438657,SRR5386034
SAMN06438658,SRR5386033
SAMN06438659,SRR5386032
SAMN06438660,SRR5386031
SAMN06438661,SRR5386030
SAMN06438662,SRR5386029
SAMN06438663,SRR5386028
SAMN06438664,SRR5386027
SAMN06438665,SRR5386026
SAMN06438666,SRR5386025
SAMN06438668,SRR5386006
SAMN06438669,SRR5386005
SAMN06438670,SRR5386004
SAMN06438671,SRR5386003
SAMN06438672,SRR5386002
SAMN06437185,SRR5386420
SAMN06438673,SRR5386001
SAMN06438674,SRR5386000
SAMN06438675,SRR5385999
SAMN06438676,SRR5385998
SAMN06438678,SRR5385996
SAMN06438679,SRR5385995
SAMN06438680,SRR5385994
SAMN06438681,SRR5385993
SAMN06438682,SRR5385992
SAMN06438683,SRR5385991
SAMN06438684,SRR5385990
SAMN06438685,SRR5385989
SAMN06438686,SRR5385988
SAMN06438687,SRR5385987
SAMN06438688,SRR5385986
SAMN06438689,SRR5385985
SAMN06438690,SRR5385984
SAMN06438691,SRR5385983
SAMN06438692,SRR5385982
SAMN06438693,SRR5385981
SAMN06438694,SRR5385980
SAMN06438695,SRR5385979
SAMN06438696,SRR5385978
SAMN06438697,SRR5385977
SAMN06438698,SRR5385976
SAMN06438699,SRR5385975
SAMN06438700,SRR5385974
SAMN06438702,SRR5385972
SAMN06438703,SRR5385971
SAMN06438704,SRR5385970
SAMN06438705,SRR5385969
SAMN06437187,SRR5386418
SAMN06438706,SRR5385968
SAMN06438707,SRR5385967
SAMN06438708,SRR5385966
SAMN06438709,SRR5385965
SAMN06438710,SRR5385964
SAMN06438711,SRR5385963
SAMN06438712,SRR5385962
SAMN06438714,SRR5385960
SAMN06437188,SRR5386417
SAMN06438715,SRR5385959
SAMN06438716,SRR5385958
SAMN06438717,SRR5385957
SAMN06438718,SRR5385956
SAMN06438719,SRR5385955
SAMN06438720,SRR5385954
SAMN06438721,SRR5385953
SAMN06438722,SRR5385952
SAMN06437189,SRR5386416
SAMN06437190,SRR5386415
SAMN06437191,SRR5386414
SAMN06438723,SRR5385951
SAMN06438724,SRR5385950
SAMN06438725,SRR5385949
SAMN06437192,SRR5386413
SAMN06438727,SRR5385947
SAMN06438728,SRR5385946
SAMN06438729,SRR5385945
SAMN06438730,SRR5385944
SAMN06438731,SRR5385943
SAMN06437193,SRR5386412
SAMN06438733,SRR5385941
SAMN06438734,SRR5385940
SAMN06438735,SRR5385939
SAMN06438737,SRR5385937
SAMN06438738,SRR5385936
SAMN06438739,SRR5385935
SAMN06438742,SRR5387427
SAMN06437194,SRR5386411
SAMN06438743,SRR5387426
SAMN06438744,SRR5387425
SAMN06438745,SRR5387424
SAMN06438746,SRR5387423
SAMN06438747,SRR5387422
SAMN06438748,SRR5387421
SAMN06438750,SRR5387419
SAMN06438751,SRR5387418
SAMN06438752,SRR5387417
SAMN06437195,SRR5386410
SAMN06438753,SRR5387416
SAMN06438754,SRR5387415
SAMN06438755,SRR5387414
SAMN06438756,SRR5387413
SAMN06438757,SRR5387412
SAMN06438758,SRR5387411
SAMN06438759,SRR5387410
SAMN06438760,SRR5387409
SAMN06438762,SRR5387407
SAMN06437196,SRR5386409
SAMN06438763,SRR5387406
SAMN06438764,SRR5387405
SAMN06438765,SRR5387404
SAMN06438766,SRR5387403
SAMN06438767,SRR5387402
SAMN06438768,SRR5387401
SAMN06438769,SRR5387400
SAMN06438770,SRR5387399
SAMN06438771,SRR5387398
SAMN06438772,SRR5387397
SAMN06437197,SRR5386408
SAMN06438773,SRR5387396
SAMN06438774,SRR5387395
SAMN06438775,SRR5387394
SAMN06438776,SRR5387393
SAMN06438778,SRR5387391
SAMN06438779,SRR5387390
SAMN06438780,SRR5387389
SAMN06438781,SRR5387388
SAMN06438782,SRR5387387
SAMN06437198,SRR5386407
SAMN06438783,SRR5387386
SAMN06438784,SRR5387385
SAMN06438785,SRR5387384
SAMN06438786,SRR5387383
SAMN06438787,SRR5387382
SAMN06438790,SRR5387379
SAMN06438791,SRR5387378
SAMN06437199,SRR5386406
SAMN06438792,SRR5387377
SAMN06438793,SRR5387376
SAMN06438794,SRR5387375
SAMN06438795,SRR5387374
SAMN06438796,SRR5387373
SAMN06438797,SRR5387372
SAMN06438798,SRR5387371
SAMN06437200,SRR5386405
SAMN06438801,SRR5387368
SAMN06438802,SRR5387367
SAMN06438803,SRR5387366
SAMN06438804,SRR5387365
SAMN06438804,SRR5387144
SAMN06438805,SRR5387364
SAMN06438806,SRR5387363
SAMN06437201,SRR5386404
SAMN06438807,SRR5387362
SAMN06438808,SRR5387361
SAMN06438809,SRR5387360
SAMN06438810,SRR5387359
SAMN06438811,SRR5387358
SAMN06438812,SRR5387357
SAMN06437202,SRR5386403
SAMN06438813,SRR5387356
SAMN06438814,SRR5387355
SAMN06438816,SRR5387353
SAMN06438817,SRR5387352
SAMN06438818,SRR5387351
SAMN06438819,SRR5387350
SAMN06438820,SRR5387349
SAMN06438821,SRR5387348
SAMN06438822,SRR5387347
SAMN06438823,SRR5387346
SAMN06438824,SRR5387345
SAMN06438825,SRR5387344
SAMN06438826,SRR5387343
SAMN06438827,SRR5387342
SAMN06438828,SRR5387341
SAMN06438830,SRR5387339
SAMN06438831,SRR5387338
SAMN06438832,SRR5387337
SAMN06438834,SRR5387335
SAMN06438835,SRR5387334
SAMN06438836,SRR5387333
SAMN06438837,SRR5387332
SAMN06437204,SRR5386401
SAMN06438838,SRR5387331
SAMN06438839,SRR5387330
SAMN06438840,SRR5387329
SAMN06438841,SRR5387328
SAMN06438843,SRR5387326
SAMN06438844,SRR5387325
SAMN06438845,SRR5387324
SAMN06438847,SRR5387322
SAMN06438848,SRR5387321
SAMN06438851,SRR5387318
SAMN06437206,SRR5386399
SAMN06438853,SRR5387316
SAMN06438854,SRR5387315
SAMN06438855,SRR5387314
SAMN06438856,SRR5387313
SAMN06437207,SRR5386398
SAMN06438858,SRR5387311
SAMN06438859,SRR5387310
SAMN06438861,SRR5387308
SAMN06438862,SRR5387307
SAMN06438863,SRR5387306
SAMN06438864,SRR5387305
SAMN06438865,SRR5387304
SAMN06438866,SRR5387303
SAMN06438867,SRR5387302
SAMN06437208,SRR5386397
SAMN06438868,SRR5387301
SAMN06438869,SRR5387300
SAMN06438870,SRR5387299
SAMN06438871,SRR5387298
SAMN06438873,SRR5387296
SAMN06438874,SRR5387295
SAMN06438875,SRR5387294
SAMN06438876,SRR5387293
SAMN06438878,SRR5387291
SAMN06438879,SRR5387290
SAMN06438880,SRR5387289
SAMN06438881,SRR5387288
SAMN06438882,SRR5387287
SAMN06438884,SRR5387285
SAMN06438885,SRR5387284
SAMN06437210,SRR5386395
SAMN06438886,SRR5387283
SAMN06438887,SRR5387282
SAMN06438888,SRR5387281
SAMN06438889,SRR5387280
SAMN06438890,SRR5387279
SAMN06438891,SRR5387278
SAMN06438892,SRR5387277
SAMN06438894,SRR5387275
SAMN06437211,SRR5386394
SAMN06438895,SRR5387274
SAMN06438896,SRR5387273
SAMN06438898,SRR5387271
SAMN06438899,SRR5387270
SAMN06438900,SRR5387269
SAMN06438901,SRR5387268
SAMN06438903,SRR5387266
SAMN06437212,SRR5386393
SAMN06438905,SRR5387264
SAMN06438906,SRR5387263
SAMN06438907,SRR5387262
SAMN06438908,SRR5387261
SAMN06438909,SRR5387260
SAMN06438910,SRR5387259
SAMN06438911,SRR5387258
SAMN06438912,SRR5387257
SAMN06438913,SRR5387256
SAMN06438914,SRR5387255
SAMN06438915,SRR5387254
SAMN06438916,SRR5387253
SAMN06438917,SRR5387252
SAMN06438918,SRR5387251
SAMN06438919,SRR5387250
SAMN06438920,SRR5387249
SAMN06438921,SRR5387248
SAMN06437213,SRR5386392
SAMN06438922,SRR5387247
SAMN06438924,SRR5387245
SAMN06438925,SRR5387244
SAMN06438926,SRR5387243
SAMN06438927,SRR5387242
SAMN06438928,SRR5387241
SAMN06438930,SRR5387239
SAMN06437214,SRR5386391
SAMN06438931,SRR5387238
SAMN06438932,SRR5387237
SAMN06438933,SRR5387236
SAMN06438934,SRR5387235
SAMN06438935,SRR5387234
SAMN06438936,SRR5387233
SAMN06438937,SRR5387232
SAMN06438938,SRR5387231
SAMN06438939,SRR5387230
SAMN06437215,SRR5386390
SAMN06438940,SRR5387229
SAMN06438942,SRR5387227
SAMN06438943,SRR5387226
SAMN06438944,SRR5387225
SAMN06438945,SRR5387224
SAMN06438946,SRR5387223
SAMN06438947,SRR5387222
SAMN06438948,SRR5387221
SAMN06437216,SRR5386389
SAMN06438949,SRR5387220
SAMN06438950,SRR5387219
SAMN06438951,SRR5387218
SAMN06438952,SRR5387217
SAMN06438953,SRR5387216
SAMN06438954,SRR5387215
SAMN06438955,SRR5387214
SAMN06438956,SRR5387213
SAMN06438957,SRR5387212
SAMN06437217,SRR5386388
SAMN06438958,SRR5387211
SAMN06438959,SRR5387210
SAMN06438960,SRR5387209
SAMN06438961,SRR5387208
SAMN06438962,SRR5387207
SAMN06438966,SRR5387203
SAMN06438967,SRR5387202
SAMN06437218,SRR5386387
SAMN06438968,SRR5387201
SAMN06438969,SRR5387200
SAMN06438970,SRR5387199
SAMN06438972,SRR5387197
SAMN06438973,SRR5387196
SAMN06438974,SRR5387195
SAMN06438975,SRR5387194
SAMN06437219,SRR5386386
SAMN06438976,SRR5387193
SAMN06438977,SRR5387192
SAMN06438978,SRR5387191
SAMN06438979,SRR5387190
SAMN06438980,SRR5387189
SAMN06438982,SRR5387187
SAMN06438984,SRR5387185
SAMN06438985,SRR5387184
SAMN06438988,SRR5387181
SAMN06438990,SRR5387179
SAMN06438991,SRR5387178
SAMN06438992,SRR5387177
SAMN06438993,SRR5387176
SAMN06437222,SRR5386383
SAMN06438994,SRR5387175
SAMN06438996,SRR5387173
SAMN06438997,SRR5387172
SAMN06438999,SRR5387170
SAMN06439000,SRR5387169
SAMN06439001,SRR5387168
SAMN06439002,SRR5387167
SAMN06439003,SRR5387166
SAMN06439004,SRR5387165
SAMN06439005,SRR5387164
SAMN06439007,SRR5387162
SAMN06439008,SRR5387161
SAMN06439010,SRR5387159
SAMN06439011,SRR5387158
SAMN06439012,SRR5387157
SAMN06439013,SRR5387156
SAMN06437224,SRR5386381
SAMN06439014,SRR5387155
SAMN06439015,SRR5387154
SAMN06439016,SRR5387153
SAMN06439017,SRR5387152
SAMN06437225,SRR5386380
SAMN06437226,SRR5386379
SAMN06437227,SRR5386378
SAMN06437228,SRR5386377
SAMN06437229,SRR5386376
SAMN06437230,SRR5386375
SAMN06437231,SRR5386374
SAMN06437232,SRR5386373
SAMN06437233,SRR5386372
SAMN06437234,SRR5386371
SAMN06437235,SRR5386370
SAMN06437236,SRR5386369
SAMN06437237,SRR5386368
SAMN06437238,SRR5386367
SAMN06437239,SRR5386366
SAMN06437240,SRR5386365
SAMN06437241,SRR5386364
SAMN06437242,SRR5386363
SAMN06437243,SRR5386362
SAMN06437244,SRR5386361
SAMN06437246,SRR5386359
SAMN06437247,SRR5386358
SAMN06437248,SRR5386357
SAMN06437249,SRR5386356
SAMN06437250,SRR5386355
SAMN06437251,SRR5386354
SAMN06437252,SRR5386353
SAMN06437253,SRR5386352
SAMN06437254,SRR5386351
SAMN06437255,SRR5386350
SAMN06437256,SRR5386349
SAMN06437258,SRR5386347
SAMN06437259,SRR5386346
SAMN06437260,SRR5386345
SAMN06437261,SRR5386344
SAMN06437262,SRR5386343
SAMN06437263,SRR5387147
SAMN06437263,SRR5386342
SAMN06437264,SRR5386341
